,date,mp_10yr
13567,1982-03-01,-0.08578779096870681
13568,1982-03-02,-0.08668526764824536
13569,1982-03-03,-0.08889840971225782
13570,1982-03-04,-0.0901505637563138
13571,1982-03-05,-0.09016031444038086
13572,1982-03-08,-0.09133318502610199
13573,1982-03-09,-0.08988755403593152
13574,1982-03-10,-0.08939580411903736
13575,1982-03-11,-0.08918955774806214
13576,1982-03-12,-0.09064849771210537
13577,1982-03-15,-0.08926518490709445
13578,1982-03-16,-0.08840557183855757
13579,1982-03-17,-0.08887245463732707
13580,1982-03-18,-0.08855994940643053
13581,1982-03-19,-0.08794636924200605
13582,1982-03-22,-0.08513096177230373
13583,1982-03-23,-0.08409277576326046
13584,1982-03-24,-0.0839684126960284
13585,1982-03-25,-0.08461088679151563
13586,1982-03-26,-0.08648023204106015
13587,1982-03-29,-0.08687964824720917
13588,1982-03-30,-0.0880280382656734
13589,1982-03-31,-0.08907169628361133
13590,1982-04-01,-0.08707229826847096
13591,1982-04-02,-0.0853712667010017
13592,1982-04-05,-0.08624674996613779
13593,1982-04-06,-0.08607799739413857
13594,1982-04-07,-0.08569031811284133
13595,1982-04-08,-0.08478524155839129
13596,1982-04-12,-0.08468959120670116
13597,1982-04-13,-0.08506749478741549
13598,1982-04-14,-0.08461361890091057
13599,1982-04-15,-0.08387537442291304
13600,1982-04-16,-0.08321958112144434
13601,1982-04-19,-0.08254238268682601
13602,1982-04-20,-0.08271474322349293
13603,1982-04-21,-0.08215873295397869
13604,1982-04-22,-0.08071935363193139
13605,1982-04-23,-0.07989441051252966
13606,1982-04-26,-0.07803463890113527
13607,1982-04-27,-0.07873396116465947
13608,1982-04-28,-0.07950944309075647
13609,1982-04-29,-0.08116084016896274
13610,1982-04-30,-0.08134496570658045
13611,1982-05-03,-0.0803504089460697
13612,1982-05-04,-0.07791185786627808
13613,1982-05-05,-0.07859215285548349
13614,1982-05-06,-0.07794139766580344
13615,1982-05-07,-0.07787469345262577
13616,1982-05-10,-0.07974652709641594
13617,1982-05-11,-0.07837672355028058
13618,1982-05-12,-0.07899601573353776
13619,1982-05-13,-0.08141924464573147
13620,1982-05-14,-0.08298842028948572
13621,1982-05-17,-0.08536619150612268
13622,1982-05-18,-0.08651364689430185
13623,1982-05-19,-0.08828781114816397
13624,1982-05-20,-0.08886366542266344
13625,1982-05-21,-0.08880856533580139
13626,1982-05-24,-0.08860510632160112
13627,1982-05-25,-0.08812390186773511
13628,1982-05-26,-0.08985779997590038
13629,1982-05-27,-0.0904830083232715
13630,1982-05-28,-0.0903552403998944
13631,1982-06-01,-0.08989149219299608
13632,1982-06-02,-0.08882302400011288
13633,1982-06-03,-0.08862095778716672
13634,1982-06-04,-0.0902315234860418
13635,1982-06-07,-0.09042013801247106
13636,1982-06-08,-0.09171013275539741
13637,1982-06-09,-0.09354374935351883
13638,1982-06-10,-0.09289642870112358
13639,1982-06-11,-0.09088232553176989
13640,1982-06-14,-0.09213266923807395
13641,1982-06-15,-0.09304212453284977
13642,1982-06-16,-0.09434130431826315
13643,1982-06-17,-0.09577749445071426
13644,1982-06-18,-0.09571217275775146
13645,1982-06-21,-0.09489286027701738
13646,1982-06-22,-0.09345126388064462
13647,1982-06-23,-0.09082728195707535
13648,1982-06-24,-0.090991362865123
13649,1982-06-25,-0.09225189789900567
13650,1982-06-28,-0.09136699101627521
13651,1982-06-29,-0.09220890692090533
13652,1982-06-30,-0.09410212092651604
13653,1982-07-01,-0.09480285687842294
13654,1982-07-02,-0.09542616166408158
13655,1982-07-06,-0.09495119644907957
13656,1982-07-07,-0.09455586503411484
13657,1982-07-08,-0.0934719182204482
13658,1982-07-09,-0.09257090007416446
13659,1982-07-12,-0.09058700704098954
13660,1982-07-13,-0.09071388232854094
13661,1982-07-14,-0.08995264506665301
13662,1982-07-15,-0.08955164588535469
13663,1982-07-16,-0.0899396254026601
13664,1982-07-19,-0.09194340076616137
13665,1982-07-20,-0.09063473596526939
13666,1982-07-21,-0.09073556046143383
13667,1982-07-22,-0.0904030733420973
13668,1982-07-23,-0.09093701825352485
13669,1982-07-26,-0.09195311040291743
13670,1982-07-27,-0.09434588162761093
13671,1982-07-28,-0.0974939553270655
13672,1982-07-29,-0.09858421025968456
13673,1982-07-30,-0.0997407840908704
13674,1982-08-02,-0.0976790686196144
13675,1982-08-03,-0.0991819572945245
13676,1982-08-04,-0.10145506342081445
13677,1982-08-05,-0.10290895299330316
13678,1982-08-06,-0.1057797826720911
13679,1982-08-09,-0.10728971875493853
13680,1982-08-10,-0.10705747950100108
13681,1982-08-11,-0.10692734979767904
13682,1982-08-12,-0.10681327818577846
13683,1982-08-13,-0.1055234448125455
13684,1982-08-16,-0.10520731245345627
13685,1982-08-17,-0.09985678485913518
13686,1982-08-18,-0.10031065407751394
13687,1982-08-19,-0.09815365155730083
13688,1982-08-20,-0.09313761688571498
13689,1982-08-23,-0.08904414797255245
13690,1982-08-24,-0.09015320897588674
13691,1982-08-25,-0.0878232129382236
13692,1982-08-26,-0.08738477332207073
13693,1982-08-27,-0.08951199821718203
13694,1982-08-30,-0.08858453679300637
13695,1982-08-31,-0.08572041675093067
13696,1982-09-01,-0.08681402179554343
13697,1982-09-02,-0.08436970373936947
13698,1982-09-03,-0.08096631173457047
13699,1982-09-07,-0.08113290131761808
13700,1982-09-08,-0.08075951464890185
13701,1982-09-09,-0.0810561256912794
13702,1982-09-10,-0.08200980016802761
13703,1982-09-13,-0.08037698436728746
13704,1982-09-14,-0.07937484982384224
13705,1982-09-15,-0.07815548153528051
13706,1982-09-16,-0.07851445497570675
13707,1982-09-17,-0.07994938155048714
13708,1982-09-20,-0.07942479107744038
13709,1982-09-21,-0.07693714569769017
13710,1982-09-22,-0.07979985178522186
13711,1982-09-23,-0.08084095448728967
13712,1982-09-24,-0.08161831406398656
13713,1982-09-27,-0.08083291078662413
13714,1982-09-28,-0.08141929145580451
13715,1982-09-29,-0.08291123049523752
13716,1982-09-30,-0.08279271497072227
13717,1982-10-01,-0.08198609433572723
13718,1982-10-04,-0.08284029694846706
13719,1982-10-05,-0.0824483529015223
13720,1982-10-06,-0.07750803513674887
13721,1982-10-07,-0.07341149187288432
13722,1982-10-08,-0.07023400644162614
13723,1982-10-11,-0.0652839303213193
13724,1982-10-12,-0.06625300147303215
13725,1982-10-13,-0.0648497004452202
13726,1982-10-14,-0.06680653953077809
13727,1982-10-15,-0.06931021816962468
13728,1982-10-18,-0.06750219293654236
13729,1982-10-19,-0.06822674619686842
13730,1982-10-20,-0.0655076103267892
13731,1982-10-21,-0.0660164323424196
13732,1982-10-22,-0.06580267322340161
13733,1982-10-25,-0.07113556262400877
13734,1982-10-26,-0.07118282772336659
13735,1982-10-27,-0.07169879129111034
13736,1982-10-28,-0.07406617127446247
13737,1982-10-29,-0.0751199379223948
13738,1982-11-01,-0.0730974106740897
13739,1982-11-02,-0.07036366549905737
13740,1982-11-03,-0.06527295244642284
13741,1982-11-04,-0.06652815842992266
13742,1982-11-05,-0.0664496356390335
13743,1982-11-08,-0.0693430717469311
13744,1982-11-09,-0.0663484768997522
13745,1982-11-10,-0.06886321239465643
13746,1982-11-11,-0.06873603742638212
13747,1982-11-12,-0.07090798080316307
13748,1982-11-15,-0.07412109726772642
13749,1982-11-16,-0.07650518454996968
13750,1982-11-17,-0.07446132907108094
13751,1982-11-18,-0.07344809669136965
13752,1982-11-19,-0.0744555944611821
13753,1982-11-22,-0.07726368006567741
13754,1982-11-23,-0.07873412218291664
13755,1982-11-24,-0.0786058275432231
13756,1982-11-26,-0.07806547469321024
13757,1982-11-29,-0.0785366089141859
13758,1982-11-30,-0.07472303370812472
13759,1982-12-01,-0.07522396323620695
13760,1982-12-02,-0.0754357992895941
13761,1982-12-03,-0.07586886773350088
13762,1982-12-06,-0.07238685694495106
13763,1982-12-07,-0.07138733842806955
13764,1982-12-08,-0.07188724161635751
13765,1982-12-09,-0.07364862008565642
13766,1982-12-10,-0.07253156170953756
13767,1982-12-13,-0.071536330888757
13768,1982-12-14,-0.07354887946595168
13769,1982-12-15,-0.07470054433538598
13770,1982-12-16,-0.07549394940882281
13771,1982-12-17,-0.07388283630338588
13772,1982-12-20,-0.075832380606776
13773,1982-12-21,-0.0748099008661176
13774,1982-12-22,-0.07580220168651786
13775,1982-12-23,-0.07548557191117322
13776,1982-12-27,-0.07295651293250083
13777,1982-12-28,-0.07481925056195793
13778,1982-12-29,-0.07436266562373561
13779,1982-12-30,-0.07510550999048604
13780,1982-12-31,-0.07448697034697571
13781,1983-01-03,-0.07759992771859925
13782,1983-01-04,-0.07364564242767524
13783,1983-01-05,-0.07212344644059587
13784,1983-01-06,-0.06865840862595618
13785,1983-01-07,-0.06937463810819522
13786,1983-01-10,-0.06809723451630911
13787,1983-01-11,-0.06895330091636065
13788,1983-01-12,-0.06747909723131673
13789,1983-01-13,-0.06839040696749843
13790,1983-01-14,-0.0658501334642353
13791,1983-01-17,-0.0654770765137932
13792,1983-01-18,-0.06527705037930842
13793,1983-01-19,-0.0661279852683535
13794,1983-01-20,-0.06542764712892601
13795,1983-01-21,-0.06621848912955686
13796,1983-01-24,-0.069393402919802
13797,1983-01-25,-0.06755047741959341
13798,1983-01-26,-0.06802550017109821
13799,1983-01-27,-0.0644976238371634
13800,1983-01-28,-0.06369056015014785
13801,1983-01-31,-0.06478528347069734
13802,1983-02-01,-0.0686032532595845
13803,1983-02-02,-0.06919880146771373
13804,1983-02-03,-0.0662982046560816
13805,1983-02-04,-0.06378171540405075
13806,1983-02-07,-0.06369018425397344
13807,1983-02-08,-0.06533326786174787
13808,1983-02-09,-0.06516425014284899
13809,1983-02-10,-0.06254397154542579
13810,1983-02-11,-0.06089903391845242
13811,1983-02-14,-0.058564201222514156
13812,1983-02-15,-0.05758608058735126
13813,1983-02-16,-0.059359195259098274
13814,1983-02-17,-0.05859593340327651
13815,1983-02-18,-0.059602935382764954
13816,1983-02-22,-0.06241865330867058
13817,1983-02-23,-0.06292207234707181
13818,1983-02-24,-0.060752212175107845
13819,1983-02-25,-0.06037822986823982
13820,1983-02-28,-0.06139552522454017
13821,1983-03-01,-0.05889423209097122
13822,1983-03-02,-0.058361543844421826
13823,1983-03-03,-0.05790851865986024
13824,1983-03-04,-0.0567262353851512
13825,1983-03-07,-0.05603969310277035
13826,1983-03-08,-0.056542336160773976
13827,1983-03-09,-0.05482618055554522
13828,1983-03-10,-0.05400674004784356
13829,1983-03-11,-0.05247278801163913
13830,1983-03-14,-0.05290348004418133
13831,1983-03-15,-0.053629931134873354
13832,1983-03-16,-0.05719110925365911
13833,1983-03-17,-0.05747329702799853
13834,1983-03-18,-0.058531279793578195
13835,1983-03-21,-0.05592217835709823
13836,1983-03-22,-0.05475894523821634
13837,1983-03-23,-0.051632867188039056
13838,1983-03-24,-0.050539067751599
13839,1983-03-25,-0.05085201466495548
13840,1983-03-28,-0.05255328358230693
13841,1983-03-29,-0.05477146848317438
13842,1983-03-30,-0.05481437411750334
13843,1983-03-31,-0.055772603055874836
13844,1983-04-04,-0.05561122574712962
13845,1983-04-05,-0.056018563533935084
13846,1983-04-06,-0.05602559506282834
13847,1983-04-07,-0.05477301888807429
13848,1983-04-08,-0.05454375197998751
13849,1983-04-11,-0.05327822839854901
13850,1983-04-12,-0.05195630186230049
13851,1983-04-13,-0.04918380943495171
13852,1983-04-14,-0.04593975168494868
13853,1983-04-15,-0.046104518208668455
13854,1983-04-18,-0.04314550216505786
13855,1983-04-19,-0.043716850875732294
13856,1983-04-20,-0.04215628489642098
13857,1983-04-21,-0.044464432857342584
13858,1983-04-22,-0.04644544607766177
13859,1983-04-25,-0.0488242793913406
13860,1983-04-26,-0.04565060245998742
13861,1983-04-27,-0.04688444572265871
13862,1983-04-28,-0.044603018929346816
13863,1983-04-29,-0.04223324166831943
13864,1983-05-02,-0.0424694080572503
13865,1983-05-03,-0.03937068129730381
13866,1983-05-04,-0.03943351815529006
13867,1983-05-05,-0.0384376548408869
13868,1983-05-06,-0.03576614785252752
13869,1983-05-09,-0.03377253218304954
13870,1983-05-10,-0.0321441896175948
13871,1983-05-11,-0.03415250609239917
13872,1983-05-12,-0.03542968542693581
13873,1983-05-13,-0.03899736425744116
13874,1983-05-16,-0.04132259455361853
13875,1983-05-17,-0.04051944527022666
13876,1983-05-18,-0.03883696725071972
13877,1983-05-19,-0.03868037551291581
13878,1983-05-20,-0.03720945396479536
13879,1983-05-23,-0.03482120906577202
13880,1983-05-24,-0.03526897376105387
13881,1983-05-25,-0.03430136014303231
13882,1983-05-26,-0.036976468485903635
13883,1983-05-27,-0.03941424975892027
13884,1983-05-31,-0.04074822960438895
13885,1983-06-01,-0.04268835161974238
13886,1983-06-02,-0.04059081773842954
13887,1983-06-03,-0.038674402275358455
13888,1983-06-06,-0.036631920995518596
13889,1983-06-07,-0.0363926460068803
13890,1983-06-08,-0.03813406767360672
13891,1983-06-09,-0.03833950998350144
13892,1983-06-10,-0.03597270781549444
13893,1983-06-13,-0.03478918604478343
13894,1983-06-14,-0.03225401365550795
13895,1983-06-15,-0.03235542909265976
13896,1983-06-16,-0.03110301350532385
13897,1983-06-17,-0.03256788505605268
13898,1983-06-20,-0.0320917275153183
13899,1983-06-21,-0.02900537307987827
13900,1983-06-22,-0.027216443480490793
13901,1983-06-23,-0.027438034855975513
13902,1983-06-24,-0.026877954000358084
13903,1983-06-27,-0.029683823967336265
13904,1983-06-28,-0.03389317355895294
13905,1983-06-29,-0.036161888947939036
13906,1983-06-30,-0.034927366238491686
13907,1983-07-01,-0.0322311286940814
13908,1983-07-05,-0.03605706769271666
13909,1983-07-06,-0.03455607249113779
13910,1983-07-07,-0.03616156769928536
13911,1983-07-08,-0.03683362815076119
13912,1983-07-11,-0.03675585112129698
13913,1983-07-12,-0.03939829029366393
13914,1983-07-13,-0.040268868189828666
13915,1983-07-14,-0.041743746315887065
13916,1983-07-15,-0.04345600839982067
13917,1983-07-18,-0.04342449911611701
13918,1983-07-19,-0.04226828131897331
13919,1983-07-20,-0.037194085997725224
13920,1983-07-21,-0.035600654208678084
13921,1983-07-22,-0.03554167304441003
13922,1983-07-25,-0.03478599554563444
13923,1983-07-26,-0.03428603948705533
13924,1983-07-27,-0.0364691787161141
13925,1983-07-28,-0.03729237388482032
13926,1983-07-29,-0.039474464515668495
13927,1983-08-01,-0.0388168106243616
13928,1983-08-02,-0.037437092644213577
13929,1983-08-03,-0.034862662449128945
13930,1983-08-04,-0.03707754958100318
13931,1983-08-05,-0.035751387231297005
13932,1983-08-08,-0.03799108418544772
13933,1983-08-09,-0.036208491302964885
13934,1983-08-10,-0.03399155522513142
13935,1983-08-11,-0.03349631831431443
13936,1983-08-12,-0.03488403410321661
13937,1983-08-15,-0.03316120046928772
13938,1983-08-16,-0.03451509556127641
13939,1983-08-17,-0.033729276189448654
13940,1983-08-18,-0.03657497539603105
13941,1983-08-19,-0.0360108523978121
13942,1983-08-22,-0.03620583101913655
13943,1983-08-23,-0.03788213179946964
13944,1983-08-24,-0.03935166587695904
13945,1983-08-25,-0.0403790054837716
13946,1983-08-26,-0.03873430340487527
13947,1983-08-29,-0.037425200085990595
13948,1983-08-30,-0.03629088134959979
13949,1983-08-31,-0.03450591979427109
13950,1983-09-01,-0.03505749869113106
13951,1983-09-02,-0.035862329854738806
13952,1983-09-06,-0.03302419283509239
13953,1983-09-07,-0.032454550696036644
13954,1983-09-08,-0.03545823319235897
13955,1983-09-09,-0.037325570185894885
13956,1983-09-12,-0.039101671032930496
13957,1983-09-13,-0.03988108532095325
13958,1983-09-14,-0.040310691596297854
13959,1983-09-15,-0.04212805834559785
13960,1983-09-16,-0.04086748391066353
13961,1983-09-19,-0.03889260842193465
13962,1983-09-20,-0.03727434909395688
13963,1983-09-21,-0.03871584909045933
13964,1983-09-22,-0.037597307193170226
13965,1983-09-23,-0.03733955237227882
13966,1983-09-26,-0.03874125572922893
13967,1983-09-27,-0.04057510335157921
13968,1983-09-28,-0.04081491132763371
13969,1983-09-29,-0.04031463757916798
13970,1983-09-30,-0.043664382661440015
13971,1983-10-03,-0.04432860385563098
13972,1983-10-04,-0.042226564132783695
13973,1983-10-05,-0.04118697947706007
13974,1983-10-06,-0.038814703192210365
13975,1983-10-07,-0.03845122277905999
13976,1983-10-10,-0.0372188023910508
13977,1983-10-11,-0.0377545556264367
13978,1983-10-12,-0.0391072992978736
13979,1983-10-13,-0.039572663577841394
13980,1983-10-14,-0.03988211805669595
13981,1983-10-17,-0.040533921452767685
13982,1983-10-18,-0.04239285360778744
13983,1983-10-19,-0.04102434585899828
13984,1983-10-20,-0.03950453572034729
13985,1983-10-21,-0.039605782793082245
13986,1983-10-24,-0.038784851239851315
13987,1983-10-25,-0.03637744017945932
13988,1983-10-26,-0.0365645615081901
13989,1983-10-27,-0.03814981998331224
13990,1983-10-28,-0.0410086591286829
13991,1983-10-31,-0.038633917662434736
13992,1983-11-01,-0.03741186604374491
13993,1983-11-02,-0.03630884412464308
13994,1983-11-03,-0.03493987869970938
13995,1983-11-04,-0.03578582831625976
13996,1983-11-07,-0.038225427597375905
13997,1983-11-08,-0.03410400829234417
13998,1983-11-09,-0.02934255644809991
13999,1983-11-10,-0.030541993997337036
14000,1983-11-11,-0.028493436010620266
14001,1983-11-14,-0.02420102189306861
14002,1983-11-15,-0.023958180832709286
14003,1983-11-16,-0.026230646187612172
14004,1983-11-17,-0.025706786916068203
14005,1983-11-18,-0.0246416833717944
14006,1983-11-21,-0.020781004208184184
14007,1983-11-22,-0.01963867294180155
14008,1983-11-23,-0.017365589775911183
14009,1983-11-25,-0.020664299383086338
14010,1983-11-28,-0.02434188652938618
14011,1983-11-29,-0.025288922665282265
14012,1983-11-30,-0.023805782739187986
14013,1983-12-01,-0.020088425289495615
14014,1983-12-02,-0.019180859460115274
14015,1983-12-05,-0.02030775222867598
14016,1983-12-06,-0.019737268782739292
14017,1983-12-07,-0.022405385566666935
14018,1983-12-08,-0.02313351727918167
14019,1983-12-09,-0.02283616625640339
14020,1983-12-12,-0.02086202483718025
14021,1983-12-13,-0.02048528547144779
14022,1983-12-14,-0.026185327306217476
14023,1983-12-15,-0.03056727496809042
14024,1983-12-16,-0.02964819848884026
14025,1983-12-19,-0.029726002183935174
14026,1983-12-20,-0.030198699335052592
14027,1983-12-21,-0.03190177002157579
14028,1983-12-22,-0.030670496432827488
14029,1983-12-23,-0.029766297350388937
14030,1983-12-27,-0.025645517876648705
14031,1983-12-28,-0.021182459068998183
14032,1983-12-29,-0.020038695865860046
14033,1983-12-30,-0.02193633198709244
14034,1984-01-03,-0.02234903727247728
14035,1984-01-04,-0.021222183705730813
14036,1984-01-05,-0.021674342266437385
14037,1984-01-06,-0.023703459510225344
14038,1984-01-09,-0.021500806587812615
14039,1984-01-10,-0.022071878855629445
14040,1984-01-11,-0.023915542997472006
14041,1984-01-12,-0.0247301243166399
14042,1984-01-13,-0.024992316813286286
14043,1984-01-16,-0.024591090228081924
14044,1984-01-17,-0.02326257761541295
14045,1984-01-18,-0.023392145631101813
14046,1984-01-19,-0.0253791217901449
14047,1984-01-20,-0.02537917585662497
14048,1984-01-23,-0.024696804795507066
14049,1984-01-24,-0.02077047740245974
14050,1984-01-25,-0.021276767623144566
14051,1984-01-26,-0.022195780961234646
14052,1984-01-27,-0.022522270961231272
14053,1984-01-30,-0.021981289746827337
14054,1984-01-31,-0.018951643823956754
14055,1984-02-01,-0.01997973128559105
14056,1984-02-02,-0.01950834510812105
14057,1984-02-03,-0.021596384808911795
14058,1984-02-06,-0.02614230790660299
14059,1984-02-07,-0.025330745562325174
14060,1984-02-08,-0.029920357533889663
14061,1984-02-09,-0.032222242728337736
14062,1984-02-10,-0.032441989006061434
14063,1984-02-13,-0.0331303673438792
14064,1984-02-14,-0.03306652151977796
14065,1984-02-15,-0.03397866990681908
14066,1984-02-16,-0.03383183235492271
14067,1984-02-17,-0.03319158663501676
14068,1984-02-21,-0.03419423526893606
14069,1984-02-22,-0.03712375804078838
14070,1984-02-23,-0.038101206974269775
14071,1984-02-24,-0.03371828033209934
14072,1984-02-27,-0.03335438827955317
14073,1984-02-28,-0.037116187179499494
14074,1984-02-29,-0.03729753200493624
14075,1984-03-01,-0.037133773303296036
14076,1984-03-02,-0.03609132826339967
14077,1984-03-05,-0.03676616253364462
14078,1984-03-06,-0.03649652578251594
14079,1984-03-07,-0.036839648314017426
14080,1984-03-08,-0.03677766288191986
14081,1984-03-09,-0.03721364332635002
14082,1984-03-12,-0.03532317425641818
14083,1984-03-13,-0.03547121162292555
14084,1984-03-14,-0.035933378477536415
14085,1984-03-15,-0.03343080913978247
14086,1984-03-16,-0.02921132980014174
14087,1984-03-19,-0.029290968377590265
14088,1984-03-20,-0.027229886686017557
14089,1984-03-21,-0.027554106416293744
14090,1984-03-22,-0.03077234319475397
14091,1984-03-23,-0.030615797488960816
14092,1984-03-26,-0.028815066739002915
14093,1984-03-27,-0.02676071300599625
14094,1984-03-28,-0.025331657582811973
14095,1984-03-29,-0.025325181830553545
14096,1984-03-30,-0.025194038104336514
14097,1984-04-02,-0.02615779425785214
14098,1984-04-03,-0.028913935665341617
14099,1984-04-04,-0.03007864661586146
14100,1984-04-05,-0.032936352125959356
14101,1984-04-06,-0.03102158679998901
14102,1984-04-09,-0.030501588087890386
14103,1984-04-10,-0.027764191795668247
14104,1984-04-11,-0.026239858726823884
14105,1984-04-12,-0.022615605550289297
14106,1984-04-13,-0.023962903846607264
14107,1984-04-16,-0.022779333013495218
14108,1984-04-17,-0.02269282061153488
14109,1984-04-18,-0.026641578181344272
14110,1984-04-19,-0.026345481355153355
14111,1984-04-23,-0.026219027335585787
14112,1984-04-24,-0.024822768082104152
14113,1984-04-25,-0.024841430769931394
14114,1984-04-26,-0.02365952668154303
14115,1984-04-27,-0.026065282592511507
14116,1984-04-30,-0.023669826331037647
14117,1984-05-01,-0.020974918674535825
14118,1984-05-02,-0.020830283838998653
14119,1984-05-03,-0.021069555006289598
14120,1984-05-04,-0.021764759231847397
14121,1984-05-07,-0.019057053934326218
14122,1984-05-08,-0.01755799999086194
14123,1984-05-09,-0.018003789041805995
14124,1984-05-10,-0.016775375881554866
14125,1984-05-11,-0.018446516369620247
14126,1984-05-14,-0.021432638577511987
14127,1984-05-15,-0.020647717485847594
14128,1984-05-16,-0.018279435776456632
14129,1984-05-17,-0.020440314182763375
14130,1984-05-18,-0.02091411488470063
14131,1984-05-21,-0.024826594694577042
14132,1984-05-22,-0.027255374573049496
14133,1984-05-23,-0.028196156897424385
14134,1984-05-24,-0.032530196894199226
14135,1984-05-25,-0.03307478107749606
14136,1984-05-29,-0.035140563230575794
14137,1984-05-30,-0.03385988149013608
14138,1984-05-31,-0.03334693069528538
14139,1984-06-01,-0.03127707539921887
14140,1984-06-04,-0.02869438381711753
14141,1984-06-05,-0.027389252591646707
14142,1984-06-06,-0.02522512007287392
14143,1984-06-07,-0.024352288774231012
14144,1984-06-08,-0.023129768517196725
14145,1984-06-11,-0.023859008560457307
14146,1984-06-12,-0.025042308841129346
14147,1984-06-13,-0.027181646486172828
14148,1984-06-14,-0.026632048383415263
14149,1984-06-15,-0.02582305919845429
14150,1984-06-18,-0.022763387996432627
14151,1984-06-19,-0.021980671009110053
14152,1984-06-20,-0.017071355723062842
14153,1984-06-21,-0.01729601028847072
14154,1984-06-22,-0.01635048638514547
14155,1984-06-25,-0.012423464955895747
14156,1984-06-26,-0.014286029425439994
14157,1984-06-27,-0.012679910387321858
14158,1984-06-28,-0.011374286500057784
14159,1984-06-29,-0.01688943765297579
14160,1984-07-02,-0.017959153315235343
14161,1984-07-03,-0.01585568377862978
14162,1984-07-05,-0.01826659286741017
14163,1984-07-06,-0.01889631881424836
14164,1984-07-09,-0.017452627519329744
14165,1984-07-10,-0.018358313814100136
14166,1984-07-11,-0.021953736968240656
14167,1984-07-12,-0.023030783515018083
14168,1984-07-13,-0.02055408856337304
14169,1984-07-16,-0.017212143886673803
14170,1984-07-17,-0.013962018979356339
14171,1984-07-18,-0.014114145651477839
14172,1984-07-19,-0.012984007996619362
14173,1984-07-20,-0.012771293131216055
14174,1984-07-23,-0.013071580159557006
14175,1984-07-24,-0.015443673098556654
14176,1984-07-25,-0.016697851377952544
14177,1984-07-26,-0.01928300566162211
14178,1984-07-27,-0.016388880111677384
14179,1984-07-30,-0.016108170196208027
14180,1984-07-31,-0.013720044578028112
14181,1984-08-01,-0.008217633890417964
14182,1984-08-02,-0.0013402726907766338
14183,1984-08-03,0.0034605922942825273
14184,1984-08-06,0.004872383268549552
14185,1984-08-07,0.007084874731351443
14186,1984-08-08,0.005460228616410268
14187,1984-08-09,0.01167643904505078
14188,1984-08-10,0.012973110287752831
14189,1984-08-13,0.01549103343624636
14190,1984-08-14,0.013328216988755415
14191,1984-08-15,0.01435082941909771
14192,1984-08-16,0.015586479636947814
14193,1984-08-17,0.017508017201411707
14194,1984-08-20,0.013672170895330682
14195,1984-08-21,0.019584466803710177
14196,1984-08-22,0.02274979362294216
14197,1984-08-23,0.01811832071311037
14198,1984-08-24,0.01732427696297023
14199,1984-08-27,0.019899430724447775
14200,1984-08-28,0.021776033072725687
14201,1984-08-29,0.022983341655344658
14202,1984-08-30,0.026537835697372447
14203,1984-08-31,0.029986218193039926
14204,1984-09-04,0.025950534462829467
14205,1984-09-05,0.02290429223255175
14206,1984-09-06,0.023375810129032226
14207,1984-09-07,0.01705547645777372
14208,1984-09-10,0.016844464560239247
14209,1984-09-11,0.018520631374129737
14210,1984-09-12,0.02169948557687973
14211,1984-09-13,0.025607805599829447
14212,1984-09-14,0.02878837984183069
14213,1984-09-17,0.0322739982629523
14214,1984-09-18,0.0344116832598067
14215,1984-09-19,0.034096495047396314
14216,1984-09-20,0.034561249867614885
14217,1984-09-21,0.03551724429391978
14218,1984-09-24,0.03498536061910018
14219,1984-09-25,0.029000900746163794
14220,1984-09-26,0.029813237232660272
14221,1984-09-27,0.02355320910189973
14222,1984-09-28,0.018462093601847362
14223,1984-10-01,0.014272035060795885
14224,1984-10-02,0.010026956721525648
14225,1984-10-03,0.011583514939204731
14226,1984-10-04,0.014265693819356828
14227,1984-10-05,0.012265863157456591
14228,1984-10-08,0.009456654863245983
14229,1984-10-09,0.0065475050833148085
14230,1984-10-10,0.007648164939948909
14231,1984-10-11,0.012422934097608529
14232,1984-10-12,0.015329613054148483
14233,1984-10-15,0.016933578275649896
14234,1984-10-16,0.016086407236434175
14235,1984-10-17,0.009750633406572673
14236,1984-10-18,0.010276471443248614
14237,1984-10-19,0.010931423194306511
14238,1984-10-22,0.010424700000937204
14239,1984-10-23,0.011750737141816625
14240,1984-10-24,0.007761113737159597
14241,1984-10-25,0.007660408111302086
14242,1984-10-26,0.005845430132727536
14243,1984-10-29,0.005953726225526257
14244,1984-10-30,0.007285976773613312
14245,1984-10-31,0.009482408805870701
14246,1984-11-01,0.011339953913083844
14247,1984-11-02,0.011846264143877683
14248,1984-11-05,0.015162158549373084
14249,1984-11-06,0.02216838876097671
14250,1984-11-07,0.023366788450787768
14251,1984-11-08,0.02357760780818574
14252,1984-11-09,0.02200646715038057
14253,1984-11-12,0.02022108049388649
14254,1984-11-13,0.01913273002357263
14255,1984-11-14,0.0177671579240104
14256,1984-11-15,0.016669855654844357
14257,1984-11-16,0.015007420854636244
14258,1984-11-19,0.018012002443718256
14259,1984-11-20,0.021033835313586824
14260,1984-11-21,0.02079975244841692
14261,1984-11-23,0.02578210725223662
14262,1984-11-26,0.02707674134870275
14263,1984-11-27,0.02638890635696778
14264,1984-11-28,0.021455538182577172
14265,1984-11-29,0.019601586001807947
14266,1984-11-30,0.019781433608168975
14267,1984-12-03,0.019928809598993125
14268,1984-12-04,0.021783539490251025
14269,1984-12-05,0.018138180578687768
14270,1984-12-06,0.018041799226087285
