,date,mp_10yr
1360,1933-06-16,
1361,1933-06-19,
1362,1933-06-20,
1363,1933-06-21,
1364,1933-06-22,
1365,1933-06-23,
1366,1933-06-26,
1367,1933-06-27,
1368,1933-06-28,
1369,1933-06-29,
1370,1933-06-30,
1371,1933-07-03,
1372,1933-07-05,
1373,1933-07-06,
1374,1933-07-07,
1375,1933-07-10,
1376,1933-07-11,
1377,1933-07-12,
1378,1933-07-13,
1379,1933-07-14,
1380,1933-07-17,
1381,1933-07-18,
1382,1933-07-19,
1383,1933-07-20,
1384,1933-07-21,
1385,1933-07-24,
1386,1933-07-25,
1387,1933-07-26,
1388,1933-07-27,
1389,1933-07-28,
1390,1933-07-31,
1391,1933-08-01,
1392,1933-08-02,
1393,1933-08-03,
1394,1933-08-04,
1395,1933-08-07,
1396,1933-08-08,
1397,1933-08-09,
1398,1933-08-10,
1399,1933-08-11,
1400,1933-08-14,
1401,1933-08-15,
1402,1933-08-16,
1403,1933-08-17,
1404,1933-08-18,
1405,1933-08-21,
1406,1933-08-22,
1407,1933-08-23,
1408,1933-08-24,
1409,1933-08-25,
1410,1933-08-28,
1411,1933-08-29,
1412,1933-08-30,
1413,1933-08-31,
1414,1933-09-01,
1415,1933-09-05,
1416,1933-09-06,
1417,1933-09-07,
1418,1933-09-08,
1419,1933-09-11,
1420,1933-09-12,
1421,1933-09-13,
1422,1933-09-14,
1423,1933-09-15,
1424,1933-09-18,
1425,1933-09-19,
1426,1933-09-20,
1427,1933-09-21,
1428,1933-09-22,
1429,1933-09-25,
1430,1933-09-26,
1431,1933-09-27,
1432,1933-09-28,
1433,1933-09-29,
1434,1933-10-02,
1435,1933-10-03,
1436,1933-10-04,
1437,1933-10-05,
1438,1933-10-06,
1439,1933-10-09,
1440,1933-10-10,
1441,1933-10-11,
1442,1933-10-13,
1443,1933-10-16,
1444,1933-10-17,
1445,1933-10-18,
1446,1933-10-19,
1447,1933-10-20,
1448,1933-10-23,
1449,1933-10-24,
1450,1933-10-25,
1451,1933-10-26,
1452,1933-10-27,
1453,1933-10-30,
1454,1933-10-31,
1455,1933-11-01,
1456,1933-11-02,
1457,1933-11-03,
1458,1933-11-06,
1459,1933-11-08,
1460,1933-11-09,
1461,1933-11-10,
1462,1933-11-13,
1463,1933-11-14,
1464,1933-11-15,
1465,1933-11-16,
1466,1933-11-17,
1467,1933-11-20,
1468,1933-11-21,
1469,1933-11-22,
1470,1933-11-23,
1471,1933-11-24,
1472,1933-11-27,
1473,1933-11-28,
1474,1933-11-29,
1475,1933-12-01,
1476,1933-12-04,
1477,1933-12-05,
1478,1933-12-06,
1479,1933-12-07,
1480,1933-12-08,
1481,1933-12-11,
1482,1933-12-12,
1483,1933-12-13,
1484,1933-12-14,
1485,1933-12-15,
1486,1933-12-18,
1487,1933-12-19,
1488,1933-12-20,
1489,1933-12-21,
1490,1933-12-22,
1491,1933-12-26,
1492,1933-12-27,
1493,1933-12-28,
1494,1933-12-29,
1495,1934-01-02,
1496,1934-01-03,
1497,1934-01-04,
1498,1934-01-05,
1499,1934-01-08,
1500,1934-01-09,
1501,1934-01-10,
1502,1934-01-11,
1503,1934-01-12,
1504,1934-01-15,
1505,1934-01-16,
1506,1934-01-17,
1507,1934-01-18,
1508,1934-01-19,
1509,1934-01-22,
1510,1934-01-23,
1511,1934-01-24,
1512,1934-01-25,
1513,1934-01-26,
1514,1934-01-29,
1515,1934-01-30,
1516,1934-01-31,
1517,1934-02-01,
1518,1934-02-02,
1519,1934-02-05,
1520,1934-02-06,
1521,1934-02-07,
1522,1934-02-08,
1523,1934-02-09,
1524,1934-02-13,
1525,1934-02-14,
1526,1934-02-15,
1527,1934-02-16,
1528,1934-02-19,
1529,1934-02-20,
1530,1934-02-21,
1531,1934-02-23,
1532,1934-02-26,
1533,1934-02-27,
1534,1934-02-28,
1535,1934-03-01,
1536,1934-03-02,
1537,1934-03-05,
1538,1934-03-06,
1539,1934-03-07,
1540,1934-03-08,
1541,1934-03-09,
1542,1934-03-12,
1543,1934-03-13,
1544,1934-03-14,
1545,1934-03-15,
1546,1934-03-16,
1547,1934-03-19,
1548,1934-03-20,
1549,1934-03-21,
1550,1934-03-22,
1551,1934-03-23,
1552,1934-03-26,
1553,1934-03-27,
1554,1934-03-28,
1555,1934-03-29,
1556,1934-04-02,
1557,1934-04-03,
1558,1934-04-04,
1559,1934-04-05,
1560,1934-04-06,
1561,1934-04-09,
1562,1934-04-10,
1563,1934-04-11,
1564,1934-04-12,
1565,1934-04-13,
1566,1934-04-16,
1567,1934-04-17,
1568,1934-04-18,
1569,1934-04-19,
1570,1934-04-20,
1571,1934-04-23,
1572,1934-04-24,
1573,1934-04-25,
1574,1934-04-26,
1575,1934-04-27,
1576,1934-04-30,
1577,1934-05-01,
1578,1934-05-02,
1579,1934-05-03,
1580,1934-05-04,
1581,1934-05-07,
1582,1934-05-08,
1583,1934-05-09,
1584,1934-05-10,
1585,1934-05-11,
1586,1934-05-14,
1587,1934-05-15,
1588,1934-05-16,
1589,1934-05-17,
1590,1934-05-18,
1591,1934-05-21,
1592,1934-05-22,
1593,1934-05-23,
1594,1934-05-24,
1595,1934-05-25,
1596,1934-05-28,
1597,1934-05-29,
1598,1934-05-31,
1599,1934-06-01,
1600,1934-06-04,
1601,1934-06-05,
1602,1934-06-06,
1603,1934-06-07,
1604,1934-06-08,
1605,1934-06-11,
1606,1934-06-12,
1607,1934-06-13,
1608,1934-06-14,
1609,1934-06-15,
1610,1934-06-18,
1611,1934-06-19,
1612,1934-06-20,
1613,1934-06-21,
1614,1934-06-22,
1615,1934-06-25,
1616,1934-06-26,
1617,1934-06-27,
1618,1934-06-28,
1619,1934-06-29,
1620,1934-07-02,
1621,1934-07-03,
1622,1934-07-05,
1623,1934-07-06,
1624,1934-07-09,
1625,1934-07-10,
1626,1934-07-11,
1627,1934-07-12,
1628,1934-07-13,
1629,1934-07-16,
1630,1934-07-17,
1631,1934-07-18,
1632,1934-07-19,
1633,1934-07-20,
1634,1934-07-23,
1635,1934-07-24,
1636,1934-07-25,
1637,1934-07-26,
1638,1934-07-27,
1639,1934-07-30,
1640,1934-07-31,
1641,1934-08-01,
1642,1934-08-02,
1643,1934-08-03,
1644,1934-08-06,
1645,1934-08-07,
1646,1934-08-08,
1647,1934-08-09,
1648,1934-08-10,
1649,1934-08-13,
1650,1934-08-14,
1651,1934-08-15,
1652,1934-08-16,
1653,1934-08-17,
1654,1934-08-20,
1655,1934-08-21,
1656,1934-08-22,
1657,1934-08-23,
1658,1934-08-24,
1659,1934-08-27,
1660,1934-08-28,
1661,1934-08-29,
1662,1934-08-30,
1663,1934-08-31,
1664,1934-09-04,
1665,1934-09-05,
1666,1934-09-06,
1667,1934-09-07,
1668,1934-09-10,
1669,1934-09-11,
1670,1934-09-12,
1671,1934-09-13,
1672,1934-09-14,
1673,1934-09-17,
1674,1934-09-18,
1675,1934-09-19,
1676,1934-09-20,
1677,1934-09-21,
1678,1934-09-24,
1679,1934-09-25,
1680,1934-09-26,
1681,1934-09-27,
1682,1934-09-28,
1683,1934-10-01,
1684,1934-10-02,
1685,1934-10-03,
1686,1934-10-04,
1687,1934-10-05,
1688,1934-10-08,
1689,1934-10-09,
1690,1934-10-10,
1691,1934-10-11,
1692,1934-10-15,
1693,1934-10-16,
1694,1934-10-17,
1695,1934-10-18,
1696,1934-10-19,
1697,1934-10-22,
1698,1934-10-23,
1699,1934-10-24,
1700,1934-10-25,
1701,1934-10-26,
1702,1934-10-29,
1703,1934-10-30,
1704,1934-10-31,
1705,1934-11-01,
1706,1934-11-02,
1707,1934-11-05,
1708,1934-11-07,
1709,1934-11-08,
1710,1934-11-09,
1711,1934-11-13,
1712,1934-11-14,
1713,1934-11-15,
1714,1934-11-16,
1715,1934-11-19,
1716,1934-11-20,
1717,1934-11-21,
1718,1934-11-22,
1719,1934-11-23,
1720,1934-11-26,
1721,1934-11-27,
1722,1934-11-28,
1723,1934-11-30,
1724,1934-12-03,
1725,1934-12-04,
1726,1934-12-05,
1727,1934-12-06,
1728,1934-12-07,
1729,1934-12-10,
1730,1934-12-11,
1731,1934-12-12,
1732,1934-12-13,
1733,1934-12-14,
1734,1934-12-17,
1735,1934-12-18,
1736,1934-12-19,
1737,1934-12-20,
1738,1934-12-21,
1739,1934-12-24,
1740,1934-12-26,
1741,1934-12-27,
1742,1934-12-28,
1743,1934-12-31,
1744,1935-01-02,
1745,1935-01-03,
1746,1935-01-04,
1747,1935-01-07,
1748,1935-01-08,
1749,1935-01-09,
1750,1935-01-10,
1751,1935-01-11,
1752,1935-01-14,
1753,1935-01-15,
1754,1935-01-16,
1755,1935-01-17,
1756,1935-01-18,
1757,1935-01-21,
1758,1935-01-22,
1759,1935-01-23,
1760,1935-01-24,
1761,1935-01-25,
1762,1935-01-28,
1763,1935-01-29,
1764,1935-01-30,
1765,1935-01-31,
1766,1935-02-01,
1767,1935-02-04,
1768,1935-02-05,
1769,1935-02-06,
1770,1935-02-07,
1771,1935-02-08,
1772,1935-02-11,
1773,1935-02-13,
1774,1935-02-14,
1775,1935-02-15,
1776,1935-02-18,
1777,1935-02-19,
1778,1935-02-20,
1779,1935-02-21,
1780,1935-02-25,
1781,1935-02-26,
1782,1935-02-27,
1783,1935-02-28,
1784,1935-03-01,
1785,1935-03-04,
1786,1935-03-05,
1787,1935-03-06,
1788,1935-03-07,
1789,1935-03-08,
1790,1935-03-11,
1791,1935-03-12,
1792,1935-03-13,
1793,1935-03-14,
1794,1935-03-15,
1795,1935-03-18,
1796,1935-03-19,
1797,1935-03-20,
1798,1935-03-21,
1799,1935-03-22,
1800,1935-03-25,
1801,1935-03-26,
1802,1935-03-27,
1803,1935-03-28,
1804,1935-03-29,
1805,1935-04-01,
1806,1935-04-02,
1807,1935-04-03,
1808,1935-04-04,
1809,1935-04-05,
1810,1935-04-08,
1811,1935-04-09,
1812,1935-04-10,
1813,1935-04-11,
1814,1935-04-12,
1815,1935-04-15,
1816,1935-04-16,
1817,1935-04-17,
1818,1935-04-18,
1819,1935-04-22,
1820,1935-04-23,
1821,1935-04-24,
1822,1935-04-25,
1823,1935-04-26,
1824,1935-04-29,
1825,1935-04-30,
1826,1935-05-01,
1827,1935-05-02,
1828,1935-05-03,
1829,1935-05-06,
1830,1935-05-07,
1831,1935-05-08,
1832,1935-05-09,
1833,1935-05-10,
1834,1935-05-13,
1835,1935-05-14,
1836,1935-05-15,
1837,1935-05-16,
1838,1935-05-17,
1839,1935-05-20,
1840,1935-05-21,
1841,1935-05-22,
1842,1935-05-23,
1843,1935-05-24,
1844,1935-05-27,
1845,1935-05-28,
1846,1935-05-29,
1847,1935-05-31,
1848,1935-06-03,
1849,1935-06-04,
1850,1935-06-05,
1851,1935-06-06,
1852,1935-06-07,
1853,1935-06-10,
1854,1935-06-11,
1855,1935-06-12,
1856,1935-06-13,
1857,1935-06-14,
1858,1935-06-17,
1859,1935-06-18,
1860,1935-06-19,
1861,1935-06-20,
1862,1935-06-21,
1863,1935-06-24,
1864,1935-06-25,
1865,1935-06-26,
1866,1935-06-27,
1867,1935-06-28,
1868,1935-07-01,
1869,1935-07-02,
1870,1935-07-03,
1871,1935-07-05,
1872,1935-07-08,
1873,1935-07-09,
1874,1935-07-10,
1875,1935-07-11,
1876,1935-07-12,
1877,1935-07-15,
1878,1935-07-16,
1879,1935-07-17,
1880,1935-07-18,
1881,1935-07-19,
1882,1935-07-22,
1883,1935-07-23,
1884,1935-07-24,
1885,1935-07-25,
1886,1935-07-26,
1887,1935-07-29,
1888,1935-07-30,
1889,1935-07-31,
1890,1935-08-01,
1891,1935-08-02,
1892,1935-08-05,
1893,1935-08-06,
1894,1935-08-07,
1895,1935-08-08,
1896,1935-08-09,
1897,1935-08-12,
1898,1935-08-13,
1899,1935-08-14,
1900,1935-08-15,
1901,1935-08-16,
1902,1935-08-19,
1903,1935-08-20,
1904,1935-08-21,
1905,1935-08-22,
1906,1935-08-23,
1907,1935-08-26,
1908,1935-08-27,
1909,1935-08-28,
1910,1935-08-29,
1911,1935-08-30,
1912,1935-09-03,
1913,1935-09-04,
1914,1935-09-05,
1915,1935-09-06,
1916,1935-09-09,
1917,1935-09-10,
1918,1935-09-11,
1919,1935-09-12,
1920,1935-09-13,
1921,1935-09-16,
1922,1935-09-17,
1923,1935-09-18,
1924,1935-09-19,
1925,1935-09-20,
1926,1935-09-23,
1927,1935-09-24,
1928,1935-09-25,
1929,1935-09-26,
1930,1935-09-27,
1931,1935-09-30,
1932,1935-10-01,
1933,1935-10-02,
1934,1935-10-03,
1935,1935-10-04,
1936,1935-10-07,
1937,1935-10-08,
1938,1935-10-09,
1939,1935-10-10,
1940,1935-10-11,
1941,1935-10-14,
1942,1935-10-15,
1943,1935-10-16,
1944,1935-10-17,
1945,1935-10-18,
1946,1935-10-21,
1947,1935-10-22,
1948,1935-10-23,
1949,1935-10-24,
1950,1935-10-25,
1951,1935-10-28,
1952,1935-10-29,
1953,1935-10-30,
1954,1935-10-31,
1955,1935-11-01,
1956,1935-11-04,
1957,1935-11-06,
1958,1935-11-07,
1959,1935-11-08,
1960,1935-11-12,
1961,1935-11-13,
1962,1935-11-14,
1963,1935-11-15,
1964,1935-11-18,
1965,1935-11-19,
1966,1935-11-20,
1967,1935-11-21,
1968,1935-11-22,
1969,1935-11-25,
1970,1935-11-26,
1971,1935-11-27,
1972,1935-11-29,
1973,1935-12-02,
1974,1935-12-03,
1975,1935-12-04,
1976,1935-12-05,
1977,1935-12-06,
1978,1935-12-09,
1979,1935-12-10,
1980,1935-12-11,
1981,1935-12-12,
1982,1935-12-13,
1983,1935-12-16,
1984,1935-12-17,
1985,1935-12-18,
1986,1935-12-19,
1987,1935-12-20,
1988,1935-12-23,
1989,1935-12-24,
1990,1935-12-26,
1991,1935-12-27,
1992,1935-12-30,
1993,1935-12-31,
1994,1936-01-02,
1995,1936-01-03,
1996,1936-01-06,
1997,1936-01-07,
1998,1936-01-08,
1999,1936-01-09,
2000,1936-01-10,
2001,1936-01-13,
2002,1936-01-14,
2003,1936-01-15,
2004,1936-01-16,
2005,1936-01-17,
2006,1936-01-20,
2007,1936-01-21,
2008,1936-01-22,
2009,1936-01-23,
2010,1936-01-24,
2011,1936-01-27,
2012,1936-01-28,
2013,1936-01-29,
2014,1936-01-30,
2015,1936-01-31,
2016,1936-02-03,
2017,1936-02-04,
2018,1936-02-05,
2019,1936-02-06,
2020,1936-02-07,
2021,1936-02-10,
2022,1936-02-11,
2023,1936-02-13,
2024,1936-02-14,
2025,1936-02-17,
2026,1936-02-18,
2027,1936-02-19,
2028,1936-02-20,
2029,1936-02-21,
2030,1936-02-24,
2031,1936-02-25,
2032,1936-02-26,
2033,1936-02-27,
2034,1936-02-28,
2035,1936-03-02,
2036,1936-03-03,
2037,1936-03-04,
2038,1936-03-05,
2039,1936-03-06,
2040,1936-03-09,
2041,1936-03-10,
2042,1936-03-11,
2043,1936-03-12,
2044,1936-03-13,
2045,1936-03-16,
2046,1936-03-17,
2047,1936-03-18,
2048,1936-03-19,
2049,1936-03-20,
2050,1936-03-23,
2051,1936-03-24,
2052,1936-03-25,
2053,1936-03-26,
2054,1936-03-27,
2055,1936-03-30,
2056,1936-03-31,
2057,1936-04-01,
2058,1936-04-02,
2059,1936-04-03,
2060,1936-04-06,
2061,1936-04-07,
2062,1936-04-08,
2063,1936-04-09,
2064,1936-04-13,
2065,1936-04-14,
2066,1936-04-15,
2067,1936-04-16,
2068,1936-04-17,
2069,1936-04-20,
2070,1936-04-21,
2071,1936-04-22,
2072,1936-04-23,
2073,1936-04-24,
2074,1936-04-27,
2075,1936-04-28,
2076,1936-04-29,
2077,1936-04-30,
2078,1936-05-01,
2079,1936-05-04,
2080,1936-05-05,
2081,1936-05-06,
2082,1936-05-07,
2083,1936-05-08,
2084,1936-05-11,
2085,1936-05-12,
2086,1936-05-13,
2087,1936-05-14,
2088,1936-05-15,
2089,1936-05-18,
2090,1936-05-19,
2091,1936-05-20,
2092,1936-05-21,
2093,1936-05-22,
2094,1936-05-25,
2095,1936-05-26,
2096,1936-05-27,
2097,1936-05-28,
2098,1936-05-29,
2099,1936-06-01,
2100,1936-06-02,
2101,1936-06-03,
2102,1936-06-04,
2103,1936-06-05,
2104,1936-06-08,
2105,1936-06-09,
2106,1936-06-10,
2107,1936-06-11,
2108,1936-06-12,
2109,1936-06-15,
2110,1936-06-16,
2111,1936-06-17,
2112,1936-06-18,
2113,1936-06-19,
2114,1936-06-22,
2115,1936-06-23,
2116,1936-06-24,
2117,1936-06-25,
2118,1936-06-26,
2119,1936-06-29,
2120,1936-06-30,
2121,1936-07-01,
2122,1936-07-02,
2123,1936-07-03,
2124,1936-07-06,
2125,1936-07-07,
2126,1936-07-08,
2127,1936-07-09,
2128,1936-07-10,
2129,1936-07-13,
2130,1936-07-14,
2131,1936-07-15,
2132,1936-07-16,
2133,1936-07-17,
2134,1936-07-20,
2135,1936-07-21,
2136,1936-07-22,
2137,1936-07-23,
2138,1936-07-24,
2139,1936-07-27,
2140,1936-07-28,
2141,1936-07-29,
2142,1936-07-30,
2143,1936-07-31,
2144,1936-08-03,
2145,1936-08-04,
2146,1936-08-05,
2147,1936-08-06,
2148,1936-08-07,
2149,1936-08-10,
2150,1936-08-11,
2151,1936-08-12,
2152,1936-08-13,
2153,1936-08-14,
2154,1936-08-17,
2155,1936-08-18,
2156,1936-08-19,
2157,1936-08-20,
2158,1936-08-21,
2159,1936-08-24,
2160,1936-08-25,
2161,1936-08-26,
2162,1936-08-27,
2163,1936-08-28,
2164,1936-08-31,
2165,1936-09-01,
2166,1936-09-02,
2167,1936-09-03,
2168,1936-09-04,
2169,1936-09-08,
2170,1936-09-09,
2171,1936-09-10,
2172,1936-09-11,
2173,1936-09-14,
2174,1936-09-15,
2175,1936-09-16,
2176,1936-09-17,
2177,1936-09-18,
2178,1936-09-21,
2179,1936-09-22,
2180,1936-09-23,
2181,1936-09-24,
2182,1936-09-25,
2183,1936-09-28,
2184,1936-09-29,
2185,1936-09-30,
2186,1936-10-01,
2187,1936-10-02,
2188,1936-10-05,
2189,1936-10-06,
2190,1936-10-07,
2191,1936-10-08,
2192,1936-10-09,
2193,1936-10-13,
2194,1936-10-14,
2195,1936-10-15,
2196,1936-10-16,
2197,1936-10-19,
2198,1936-10-20,
2199,1936-10-21,
2200,1936-10-22,
2201,1936-10-23,
2202,1936-10-26,
2203,1936-10-27,
2204,1936-10-28,
2205,1936-10-29,
2206,1936-10-30,
2207,1936-11-02,
2208,1936-11-04,
2209,1936-11-05,
2210,1936-11-06,
2211,1936-11-09,
2212,1936-11-10,
2213,1936-11-12,
2214,1936-11-13,
2215,1936-11-16,
2216,1936-11-17,
2217,1936-11-18,
2218,1936-11-19,
2219,1936-11-20,
2220,1936-11-23,
2221,1936-11-24,
2222,1936-11-25,
2223,1936-11-27,
2224,1936-11-30,
2225,1936-12-01,
2226,1936-12-02,
2227,1936-12-03,
2228,1936-12-04,
2229,1936-12-07,
2230,1936-12-08,
2231,1936-12-09,
2232,1936-12-10,
2233,1936-12-11,
2234,1936-12-14,
2235,1936-12-15,
2236,1936-12-16,
2237,1936-12-17,
2238,1936-12-18,
2239,1936-12-21,
2240,1936-12-22,
2241,1936-12-23,
2242,1936-12-24,
2243,1936-12-28,
2244,1936-12-29,
2245,1936-12-30,
2246,1936-12-31,
2247,1937-01-04,
2248,1937-01-05,
2249,1937-01-06,
2250,1937-01-07,
2251,1937-01-08,
2252,1937-01-11,
2253,1937-01-12,
2254,1937-01-13,
2255,1937-01-14,
2256,1937-01-15,
2257,1937-01-18,
2258,1937-01-19,
2259,1937-01-20,
2260,1937-01-21,
2261,1937-01-22,
2262,1937-01-25,
2263,1937-01-26,
2264,1937-01-27,
2265,1937-01-28,
2266,1937-01-29,
2267,1937-02-01,
2268,1937-02-02,
2269,1937-02-03,
2270,1937-02-04,
2271,1937-02-05,
2272,1937-02-08,
2273,1937-02-09,
2274,1937-02-10,
2275,1937-02-11,
2276,1937-02-15,
2277,1937-02-16,
2278,1937-02-17,
2279,1937-02-18,
2280,1937-02-19,
2281,1937-02-23,
2282,1937-02-24,
2283,1937-02-25,
2284,1937-02-26,
2285,1937-03-01,
2286,1937-03-02,
2287,1937-03-03,
2288,1937-03-04,
2289,1937-03-05,
2290,1937-03-08,
2291,1937-03-09,
2292,1937-03-10,
2293,1937-03-11,
2294,1937-03-12,
2295,1937-03-15,
2296,1937-03-16,
2297,1937-03-17,
2298,1937-03-18,
2299,1937-03-19,
2300,1937-03-22,
2301,1937-03-23,
2302,1937-03-24,
2303,1937-03-25,
2304,1937-03-29,
2305,1937-03-30,
2306,1937-03-31,
2307,1937-04-01,
2308,1937-04-02,
2309,1937-04-05,
2310,1937-04-06,
2311,1937-04-07,
2312,1937-04-08,
2313,1937-04-09,
2314,1937-04-12,
2315,1937-04-13,
2316,1937-04-14,
2317,1937-04-15,
2318,1937-04-16,
2319,1937-04-19,
2320,1937-04-20,
2321,1937-04-21,
2322,1937-04-22,
2323,1937-04-23,
2324,1937-04-26,
2325,1937-04-27,
2326,1937-04-28,
2327,1937-04-29,
2328,1937-04-30,
2329,1937-05-03,
2330,1937-05-04,
2331,1937-05-05,
2332,1937-05-06,
2333,1937-05-07,
2334,1937-05-10,
2335,1937-05-11,
2336,1937-05-12,
2337,1937-05-13,
2338,1937-05-14,
2339,1937-05-17,
2340,1937-05-18,
2341,1937-05-19,
2342,1937-05-20,
2343,1937-05-21,
2344,1937-05-24,
2345,1937-05-25,
2346,1937-05-26,
2347,1937-05-27,
2348,1937-05-28,
2349,1937-06-01,
2350,1937-06-02,
2351,1937-06-03,
2352,1937-06-04,
2353,1937-06-07,
2354,1937-06-08,
2355,1937-06-09,
2356,1937-06-10,
2357,1937-06-11,
2358,1937-06-14,
2359,1937-06-15,
2360,1937-06-16,
2361,1937-06-17,
2362,1937-06-18,
2363,1937-06-21,
2364,1937-06-22,
2365,1937-06-23,
2366,1937-06-24,
2367,1937-06-25,
2368,1937-06-28,
2369,1937-06-29,
2370,1937-06-30,
2371,1937-07-01,
2372,1937-07-02,
2373,1937-07-06,
2374,1937-07-07,
2375,1937-07-08,
2376,1937-07-09,
2377,1937-07-12,
2378,1937-07-13,
2379,1937-07-14,
2380,1937-07-15,
2381,1937-07-16,
2382,1937-07-19,
2383,1937-07-20,
2384,1937-07-21,
2385,1937-07-22,
2386,1937-07-23,
2387,1937-07-26,
2388,1937-07-27,
2389,1937-07-28,
2390,1937-07-29,
2391,1937-07-30,
2392,1937-08-02,
2393,1937-08-03,
2394,1937-08-04,
2395,1937-08-05,
2396,1937-08-06,
2397,1937-08-09,
2398,1937-08-10,
2399,1937-08-11,
2400,1937-08-12,
2401,1937-08-13,
2402,1937-08-16,
2403,1937-08-17,
2404,1937-08-18,
2405,1937-08-19,
2406,1937-08-20,
2407,1937-08-23,
2408,1937-08-24,
2409,1937-08-25,
2410,1937-08-26,
2411,1937-08-27,
2412,1937-08-30,
2413,1937-08-31,
2414,1937-09-01,
2415,1937-09-02,
2416,1937-09-03,
2417,1937-09-07,
2418,1937-09-08,
2419,1937-09-09,
2420,1937-09-10,
2421,1937-09-13,
2422,1937-09-14,
2423,1937-09-15,
2424,1937-09-16,
2425,1937-09-17,
2426,1937-09-20,
2427,1937-09-21,
2428,1937-09-22,
2429,1937-09-23,
2430,1937-09-24,
2431,1937-09-27,
2432,1937-09-28,
2433,1937-09-29,
2434,1937-09-30,
2435,1937-10-01,
2436,1937-10-04,
2437,1937-10-05,
2438,1937-10-06,
2439,1937-10-07,
2440,1937-10-08,
2441,1937-10-11,
2442,1937-10-13,
2443,1937-10-14,
2444,1937-10-15,
2445,1937-10-18,
2446,1937-10-19,
2447,1937-10-20,
2448,1937-10-21,
2449,1937-10-22,
2450,1937-10-25,
2451,1937-10-26,
2452,1937-10-27,
2453,1937-10-28,
2454,1937-10-29,
2455,1937-11-01,
2456,1937-11-03,
2457,1937-11-04,
2458,1937-11-05,
2459,1937-11-08,
2460,1937-11-09,
2461,1937-11-10,
2462,1937-11-12,
2463,1937-11-15,
2464,1937-11-16,
2465,1937-11-17,
2466,1937-11-18,
2467,1937-11-19,
2468,1937-11-22,
2469,1937-11-23,
2470,1937-11-24,
2471,1937-11-26,
2472,1937-11-29,
2473,1937-11-30,
2474,1937-12-01,
2475,1937-12-02,
2476,1937-12-03,
2477,1937-12-06,
2478,1937-12-07,
2479,1937-12-08,
2480,1937-12-09,
2481,1937-12-10,
2482,1937-12-13,
2483,1937-12-14,
2484,1937-12-15,
2485,1937-12-16,
2486,1937-12-17,
2487,1937-12-20,
2488,1937-12-21,
2489,1937-12-22,
2490,1937-12-23,
2491,1937-12-24,
2492,1937-12-27,
2493,1937-12-28,
2494,1937-12-29,
2495,1937-12-30,
2496,1937-12-31,
2497,1938-01-03,
2498,1938-01-04,
2499,1938-01-05,
2500,1938-01-06,
2501,1938-01-07,
2502,1938-01-10,
2503,1938-01-11,
2504,1938-01-12,
2505,1938-01-13,
2506,1938-01-14,
2507,1938-01-17,
2508,1938-01-18,
2509,1938-01-19,
2510,1938-01-20,
2511,1938-01-21,
2512,1938-01-24,
2513,1938-01-25,
2514,1938-01-26,
2515,1938-01-27,
2516,1938-01-28,
2517,1938-01-31,
2518,1938-02-01,
2519,1938-02-02,
2520,1938-02-03,-0.006772572778595776
2521,1938-02-04,-0.0047881885870636465
2522,1938-02-07,-0.004175387362737593
2523,1938-02-08,0.0029851070073769748
2524,1938-02-09,0.0010325328338742779
2525,1938-02-10,0.003294323781286801
2526,1938-02-11,0.0038586329857051016
2527,1938-02-14,0.0052387839311898166
2528,1938-02-15,0.0025323936415644344
2529,1938-02-16,0.0013666053834981984
2530,1938-02-17,0.0075285379087426385
2531,1938-02-18,0.005758887691450942
2532,1938-02-21,0.010882062568597473
2533,1938-02-23,0.013742552844112854
2534,1938-02-24,0.010779726877066853
2535,1938-02-25,0.01021765431823729
2536,1938-02-28,0.0067489768663104854
2537,1938-03-01,0.009875784266192955
2538,1938-03-02,0.007570732851220008
2539,1938-03-03,0.005676083838477508
2540,1938-03-04,0.005911995303597095
2541,1938-03-07,0.0019951941806137796
2542,1938-03-08,0.0023459681388247056
2543,1938-03-09,0.0016717927840268487
2544,1938-03-10,0.0019861789422488396
2545,1938-03-11,-0.0009664918440688286
2546,1938-03-14,0.001876096530781135
2547,1938-03-15,0.005930760098529664
2548,1938-03-16,-0.0009509938171211596
2549,1938-03-17,-0.0020739737752186738
2550,1938-03-18,-0.005889439701680876
2551,1938-03-21,-0.0028495842295492846
2552,1938-03-22,-0.0068588290141466945
2553,1938-03-23,-0.007128273267743124
2554,1938-03-24,-0.00591026611616996
2555,1938-03-25,-0.015068757780319908
2556,1938-03-28,-0.016435243439224645
2557,1938-03-29,-0.0250919945051028
2558,1938-03-30,-0.026275490384726097
2559,1938-03-31,-0.028628583616257308
2560,1938-04-01,-0.02262342451984245
2561,1938-04-04,-0.017680056832673485
2562,1938-04-05,-0.013961627161896195
2563,1938-04-06,-0.019324218343341748
2564,1938-04-07,-0.021187957501435095
2565,1938-04-08,-0.01395107258995143
2566,1938-04-11,-0.009513446926923685
2567,1938-04-12,-0.010413970950210127
2568,1938-04-13,-0.010244667907074123
2569,1938-04-14,-0.00817015054658865
2570,1938-04-18,-0.005272574074989378
2571,1938-04-19,-0.010520020259110807
2572,1938-04-20,-0.01271760868323546
2573,1938-04-21,-0.012063312314004926
2574,1938-04-22,-0.008736876609601762
2575,1938-04-25,-0.013485021003287079
2576,1938-04-26,-0.01671972355617468
2577,1938-04-27,-0.016221411891145898
2578,1938-04-28,-0.02261598411265464
2579,1938-04-29,-0.02163754032214349
2580,1938-05-02,-0.02399814345906881
